person_age,gender,city,urban_type,family_size,dependents,house_ownership,occupation,person_emp_length,income_seasonal,person_income,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,loan_tenor_months,nepra_income_tier,utility_units_per_month,monthly_bill_pkr,bills_paid_ontime_12mo,bills_late_12mo,payment_streak_months,has_mobile_wallet,wallet_provider,mobile_txn_per_month,has_smartphone,peer_defaults,has_guarantor,cb_person_default_on_file,cb_cred_hist_length_years,is_unbanked,loan_status,data_source
29,male,Bahawalpur,rural_adjacent,6,4,family_home,Small shopkeeper,5.0,0,578160,education,21211,32.1,0.037,12,lower_middle,287,11328.0,10,2,6,0,None,0,1,0,0,Y,2,0,0,synthetic_PK_calibrated
26,female,Rawalpindi,urban,5,2,family_home,Daily wage laborer,3.2,0,243084,inventory_purchase,81396,31.6,0.335,18,very_low,58,811.0,6,6,4,0,None,0,1,4,0,N,0,1,0,synthetic_PK_calibrated
20,female,Sialkot,peri_urban,6,0,family_home,Small shopkeeper,0.5,0,867396,equipment_purchase,25132,34.4,0.029,6,lower_middle,233,9197.0,8,4,8,0,None,0,1,3,0,N,0,0,0,synthetic_PK_calibrated
48,male,Sialkot,peri_urban,3,1,family_home,Domestic worker,0.5,0,275172,working_capital,133681,31.9,0.486,24,very_low,77,1077.0,3,9,2,1,SadaPay,28,1,5,0,N,2,0,0,synthetic_PK_calibrated
55,male,Multan,peri_urban,4,0,own,Street food vendor,0.5,1,489432,livestock,97769,28.9,0.2,18,low,219,5906.0,5,7,4,1,NayaPay,30,1,5,0,Y,3,0,0,synthetic_PK_calibrated
30,female,Karachi,urban,4,1,rent,Fruit/veg cart,1.8,0,379932,livestock,123452,27.5,0.325,12,very_low,106,1483.0,6,6,6,0,None,0,1,4,0,Y,3,0,1,synthetic_PK_calibrated
45,male,Bahawalpur,rural_adjacent,7,0,family_home,Small shopkeeper,1.0,0,407268,equipment_purchase,49605,32.5,0.122,6,lower_middle,194,7657.0,9,3,4,0,None,0,1,2,0,N,2,0,0,synthetic_PK_calibrated
36,female,Lahore,urban,8,3,family_home,Motorcycle mechanic,3.0,0,623472,inventory_purchase,10451,22.7,0.017,3,lower_middle,195,7697.0,7,5,7,1,NayaPay,27,1,3,1,N,2,1,0,synthetic_PK_calibrated
36,female,Karachi,urban,3,0,rent,Construction worker,12.2,1,537840,equipment_purchase,98783,31.7,0.184,18,low,205,5529.0,5,7,5,1,JazzCash,18,1,3,0,Y,2,0,1,synthetic_PK_calibrated
21,male,Sialkot,peri_urban,6,2,rent,Informal factory worker,0.5,0,397620,home_repair,112096,31.7,0.282,3,lower_middle,287,11328.0,6,6,3,1,SadaPay,28,0,3,0,Y,3,0,1,synthetic_PK_calibrated
48,male,Faisalabad,urban,2,0,rent,Construction worker,2.1,1,474552,inventory_purchase,39681,35.2,0.084,24,low,157,4234.0,7,5,7,1,NayaPay,12,0,3,0,N,0,0,0,synthetic_PK_calibrated
38,male,Rawalpindi,urban,8,1,family_home,Street food vendor,9.0,1,414408,livestock,25700,22.6,0.062,9,low,120,3236.0,7,5,6,0,None,0,1,5,0,N,1,0,0,synthetic_PK_calibrated
55,female,Sialkot,peri_urban,5,2,own,Daily wage laborer,1.7,0,259284,equipment_purchase,54976,28.6,0.212,12,very_low,98,1371.0,5,7,3,1,JazzCash,32,1,4,0,N,3,1,0,synthetic_PK_calibrated
41,female,Rawalpindi,urban,4,2,own,Rickshaw/bike driver,1.5,0,411012,home_repair,70458,21.3,0.171,24,low,140,3776.0,5,7,5,1,EasyPaisa,26,1,0,0,N,1,1,0,synthetic_PK_calibrated
50,female,Gujranwala,urban,8,5,own,Informal factory worker,0.7,0,460404,livestock,147180,19.8,0.32,3,lower_middle,318,12551.0,7,5,6,1,SadaPay,26,1,2,0,Y,1,1,1,synthetic_PK_calibrated
20,male,Peshawar,peri_urban,7,0,rent,Daily wage laborer,5.2,0,380268,livestock,46520,31.1,0.122,18,very_low,90,1259.0,3,9,3,1,SadaPay,4,1,4,0,Y,2,0,0,synthetic_PK_calibrated
54,male,Rawalpindi,urban,3,0,rent,Small shopkeeper,3.8,0,861996,equipment_purchase,44194,26.7,0.051,18,lower_middle,238,9394.0,9,3,7,1,SadaPay,20,1,2,0,N,0,0,0,synthetic_PK_calibrated
41,male,Karachi,urban,8,2,family_home,Informal factory worker,1.5,0,417096,working_capital,64722,21.4,0.155,12,lower_middle,262,10341.0,6,6,5,1,JazzCash,13,1,1,0,Y,0,1,0,synthetic_PK_calibrated
38,male,Bahawalpur,rural_adjacent,5,0,own,Street food vendor,1.9,1,387036,inventory_purchase,127332,19.8,0.329,18,low,153,4126.0,6,6,2,0,None,0,0,2,0,N,2,0,1,synthetic_PK_calibrated
24,male,Bahawalpur,rural_adjacent,4,0,rent,Domestic worker,2.2,0,333348,education,140189,20.6,0.421,9,very_low,52,727.0,3,9,3,1,SadaPay,25,1,2,1,Y,1,0,0,synthetic_PK_calibrated
53,female,Multan,peri_urban,2,0,family_home,Informal factory worker,3.3,0,308904,education,7642,19.9,0.025,6,lower_middle,227,8960.0,6,6,5,1,EasyPaisa,30,1,1,0,Y,1,0,1,synthetic_PK_calibrated
23,female,Lahore,urban,2,0,rent,Daily wage laborer,2.4,0,303648,home_repair,87289,31.4,0.287,6,very_low,95,1329.0,4,8,5,0,None,0,1,2,1,Y,3,1,1,synthetic_PK_calibrated
38,male,Rahim Yar Khan,rural_adjacent,2,0,rent,Construction worker,3.2,1,384576,working_capital,100667,18.2,0.262,3,low,183,4936.0,3,9,4,0,None,0,1,5,1,Y,0,0,0,synthetic_PK_calibrated
49,female,Karachi,urban,8,2,own,Domestic worker,8.7,0,286380,equipment_purchase,15103,35.8,0.053,9,very_low,112,1567.0,6,6,3,0,None,0,0,4,0,Y,2,1,0,synthetic_PK_calibrated
28,male,Multan,peri_urban,6,1,rent,Self-employed electrician,2.4,0,595704,equipment_purchase,131649,18.4,0.221,12,middle,393,17913.0,7,5,4,1,EasyPaisa,23,0,2,1,N,0,1,0,synthetic_PK_calibrated
20,female,Peshawar,peri_urban,6,0,rent,Construction worker,0.7,1,403824,medical_emergency,17356,18.1,0.043,12,low,120,3236.0,6,6,4,0,None,0,1,4,0,N,1,0,1,synthetic_PK_calibrated
55,male,Multan,peri_urban,8,0,rent,Self-employed electrician,2.8,0,374400,equipment_purchase,81240,24.2,0.217,9,middle,340,15497.0,8,4,6,1,EasyPaisa,6,1,2,0,N,3,0,0,synthetic_PK_calibrated
36,female,Gujranwala,urban,5,1,rent,Small shopkeeper,3.0,0,587148,medical_emergency,104977,29.4,0.179,9,lower_middle,212,8368.0,9,3,8,0,None,0,0,1,1,N,3,1,0,synthetic_PK_calibrated
27,female,Sialkot,peri_urban,7,0,own,Rickshaw/bike driver,2.1,0,363936,working_capital,48937,18.4,0.134,18,low,173,4666.0,7,5,6,1,EasyPaisa,14,0,3,0,N,1,0,0,synthetic_PK_calibrated
22,male,Lahore,urban,2,0,rent,Small shopkeeper,12.1,0,739008,working_capital,145431,18.2,0.197,12,lower_middle,196,7736.0,7,5,7,1,JazzCash,33,1,2,0,Y,1,1,1,synthetic_PK_calibrated
33,male,Gujranwala,urban,6,2,rent,Street food vendor,7.7,1,444504,medical_emergency,82535,18.8,0.186,24,low,145,3911.0,5,7,6,0,None,0,1,4,0,Y,3,0,1,synthetic_PK_calibrated
48,male,Faisalabad,urban,4,1,family_home,Fruit/veg cart,2.4,0,323952,home_repair,114162,34.7,0.352,24,very_low,89,1245.0,3,9,4,1,SadaPay,12,1,2,0,N,2,0,0,synthetic_PK_calibrated
55,female,Bahawalpur,rural_adjacent,6,1,family_home,Domestic worker,3.2,0,170988,livestock,39693,31.5,0.232,3,very_low,113,1581.0,5,7,3,0,None,0,1,3,0,Y,3,0,0,synthetic_PK_calibrated
32,female,Rahim Yar Khan,rural_adjacent,4,0,rent,Daily wage laborer,0.9,0,246900,inventory_purchase,26839,19.4,0.109,6,very_low,108,1511.0,6,6,5,0,None,0,0,4,0,Y,2,0,0,synthetic_PK_calibrated
22,male,Rawalpindi,urban,5,0,family_home,Home-based worker,3.0,0,305280,inventory_purchase,130814,21.4,0.429,12,very_low,62,867.0,6,6,6,1,JazzCash,16,0,3,0,N,0,0,1,synthetic_PK_calibrated
34,male,Rawalpindi,urban,7,0,family_home,Small shopkeeper,7.8,0,767508,home_repair,40503,32.9,0.053,12,lower_middle,283,11170.0,8,4,10,0,None,0,0,4,0,N,0,0,0,synthetic_PK_calibrated
54,male,Lahore,urban,7,2,rent,Daily wage laborer,7.6,0,359544,inventory_purchase,70206,33.1,0.195,9,very_low,97,1357.0,4,8,1,1,SadaPay,33,1,3,0,Y,0,1,1,synthetic_PK_calibrated
21,female,Rawalpindi,urban,4,2,family_home,Informal factory worker,3.5,0,372984,equipment_purchase,27164,35.7,0.073,12,lower_middle,289,11407.0,8,4,6,0,None,0,1,2,0,N,0,0,0,synthetic_PK_calibrated
37,male,Peshawar,peri_urban,4,2,family_home,Street food vendor,0.5,1,284592,inventory_purchase,21999,30.7,0.077,24,low,153,4126.0,4,8,2,0,None,0,1,3,0,N,1,0,1,synthetic_PK_calibrated
39,female,Sialkot,peri_urban,3,1,family_home,Rickshaw/bike driver,4.1,0,296280,equipment_purchase,29519,19.7,0.1,9,low,165,4450.0,6,6,4,0,None,0,1,3,1,N,1,0,0,synthetic_PK_calibrated
35,female,Gujranwala,urban,4,0,family_home,Motorcycle mechanic,4.6,0,315144,medical_emergency,145148,19.1,0.461,12,lower_middle,252,9946.0,3,9,10,0,None,0,1,1,0,Y,3,0,1,synthetic_PK_calibrated
26,male,Karachi,urban,3,1,family_home,Small shopkeeper,2.6,0,898572,equipment_purchase,66799,21.7,0.074,18,lower_middle,231,9118.0,9,3,7,0,None,0,1,0,0,N,2,0,1,synthetic_PK_calibrated
23,male,Peshawar,peri_urban,8,6,rent,Rickshaw/bike driver,0.5,0,336948,home_repair,50541,32.1,0.15,24,low,130,3506.0,5,7,5,0,None,0,1,5,1,Y,0,0,1,synthetic_PK_calibrated
53,male,Rahim Yar Khan,rural_adjacent,4,0,family_home,Small farmer,3.4,1,242496,inventory_purchase,36379,18.3,0.15,18,lower_middle,194,7657.0,3,9,3,0,None,0,0,3,0,Y,3,0,1,synthetic_PK_calibrated
35,male,Karachi,urban,7,4,family_home,Small farmer,5.7,1,575448,equipment_purchase,51151,24.7,0.089,9,lower_middle,313,12354.0,6,6,5,1,NayaPay,5,0,4,0,N,0,1,1,synthetic_PK_calibrated
51,female,Peshawar,peri_urban,7,0,family_home,Small farmer,3.3,1,262260,livestock,17100,21.2,0.065,3,lower_middle,211,8328.0,7,5,4,1,JazzCash,32,1,4,1,Y,3,0,0,synthetic_PK_calibrated
39,male,Rahim Yar Khan,rural_adjacent,2,0,own,Informal factory worker,0.7,0,292032,livestock,79055,21.7,0.271,6,lower_middle,196,7736.0,8,4,4,0,None,0,0,1,0,N,2,0,0,synthetic_PK_calibrated
49,female,Lahore,urban,7,5,rent,Construction worker,1.9,1,321012,livestock,100432,26.4,0.313,12,low,142,3830.0,2,10,2,1,SadaPay,20,1,5,0,N,0,0,1,synthetic_PK_calibrated
35,male,Karachi,urban,6,0,own,Daily wage laborer,2.5,0,237672,education,118502,31.9,0.499,6,very_low,76,1063.0,4,8,4,0,None,0,1,2,0,Y,1,1,1,synthetic_PK_calibrated
27,female,Peshawar,peri_urban,2,0,rent,Small farmer,2.2,1,428472,home_repair,6051,33.3,0.014,18,lower_middle,242,9552.0,3,9,5,0,None,0,1,3,0,Y,2,0,1,synthetic_PK_calibrated
55,male,Bahawalpur,rural_adjacent,5,2,rent,Construction worker,6.3,1,454812,medical_emergency,18255,34.9,0.04,6,low,155,4180.0,4,8,2,1,SadaPay,34,0,4,1,N,0,1,0,synthetic_PK_calibrated
22,male,Karachi,urban,3,1,family_home,Small shopkeeper,4.3,0,712188,livestock,148464,29.9,0.208,6,lower_middle,189,7460.0,10,2,8,1,NayaPay,17,0,2,0,Y,1,1,1,synthetic_PK_calibrated
44,female,Peshawar,peri_urban,2,0,family_home,Daily wage laborer,1.7,0,263640,working_capital,24309,28.7,0.092,24,very_low,111,1553.0,4,8,2,0,None,0,0,5,1,Y,3,1,0,synthetic_PK_calibrated
40,female,Karachi,urban,4,1,own,Informal factory worker,3.0,0,321276,medical_emergency,35266,28.7,0.11,3,lower_middle,240,9473.0,6,6,8,1,JazzCash,30,1,3,0,N,3,1,0,synthetic_PK_calibrated
47,female,Peshawar,peri_urban,3,0,rent,Street food vendor,0.5,1,466656,working_capital,91567,35.8,0.196,3,low,133,3587.0,2,10,1,0,None,0,1,5,0,Y,1,0,1,synthetic_PK_calibrated
36,male,Sialkot,peri_urban,7,4,family_home,Street food vendor,7.2,1,346176,home_repair,54420,26.3,0.157,18,low,209,5637.0,3,9,2,0,None,0,0,5,0,N,1,0,1,synthetic_PK_calibrated
25,male,Faisalabad,urban,5,0,family_home,Home-based worker,3.9,0,309108,medical_emergency,23019,30.3,0.074,6,very_low,62,867.0,4,8,3,1,NayaPay,18,1,2,0,N,3,0,0,synthetic_PK_calibrated
33,male,Peshawar,peri_urban,4,1,rent,Construction worker,1.4,1,408744,inventory_purchase,64550,35.2,0.158,18,low,189,5097.0,3,9,5,0,None,0,1,2,0,Y,3,1,1,synthetic_PK_calibrated
37,male,Peshawar,peri_urban,3,0,family_home,Daily wage laborer,2.0,0,347664,inventory_purchase,57227,31.8,0.165,24,very_low,72,1007.0,6,6,3,0,None,0,1,3,0,Y,3,0,1,synthetic_PK_calibrated
30,female,Rawalpindi,urban,5,0,family_home,Motorcycle mechanic,13.5,0,387156,inventory_purchase,89726,22.8,0.232,9,lower_middle,312,12315.0,6,6,5,1,JazzCash,21,1,0,0,N,2,0,0,synthetic_PK_calibrated
38,female,Rahim Yar Khan,rural_adjacent,8,5,family_home,Rickshaw/bike driver,1.5,0,424560,livestock,96128,30.4,0.226,24,low,197,5313.0,4,8,4,0,None,0,0,2,1,N,3,1,1,synthetic_PK_calibrated
41,female,Multan,peri_urban,3,1,rent,Daily wage laborer,1.1,0,261504,medical_emergency,84211,23.6,0.322,6,very_low,103,1441.0,3,9,3,1,NayaPay,27,0,4,0,N,2,1,0,synthetic_PK_calibrated
31,male,Gujranwala,urban,2,0,rent,Rickshaw/bike driver,1.0,0,264192,inventory_purchase,128805,23.0,0.488,24,low,184,4962.0,9,3,3,1,EasyPaisa,30,1,2,0,Y,2,1,1,synthetic_PK_calibrated
32,male,Rawalpindi,urban,8,3,own,Home-based worker,1.4,0,193908,livestock,25323,28.5,0.131,9,very_low,74,1035.0,5,7,4,1,SadaPay,19,1,2,0,Y,2,0,0,synthetic_PK_calibrated
38,male,Gujranwala,urban,2,0,rent,Street food vendor,4.5,1,425700,inventory_purchase,31553,18.6,0.074,12,low,131,3533.0,7,5,4,1,EasyPaisa,12,1,5,0,Y,0,0,0,synthetic_PK_calibrated
40,female,Bahawalpur,rural_adjacent,3,0,rent,Informal factory worker,16.8,0,451800,medical_emergency,138248,20.3,0.306,18,lower_middle,309,12196.0,6,6,6,1,SadaPay,32,1,3,0,N,1,0,0,synthetic_PK_calibrated
26,male,Multan,peri_urban,3,0,family_home,Street food vendor,0.5,1,433572,medical_emergency,20029,25.7,0.046,24,low,142,3830.0,8,4,2,1,NayaPay,3,0,3,0,Y,3,1,0,synthetic_PK_calibrated
35,male,Multan,peri_urban,2,0,family_home,Informal factory worker,0.8,0,412812,equipment_purchase,33992,30.1,0.082,12,lower_middle,252,9946.0,7,5,2,1,EasyPaisa,21,1,3,0,Y,2,0,0,synthetic_PK_calibrated
43,male,Gujranwala,urban,3,1,rent,Rickshaw/bike driver,0.5,0,492636,medical_emergency,85077,32.1,0.173,18,low,157,4234.0,7,5,3,0,None,0,1,3,0,Y,1,0,1,synthetic_PK_calibrated
23,male,Multan,peri_urban,8,5,family_home,Daily wage laborer,3.6,0,286488,education,11638,27.0,0.041,18,very_low,65,909.0,7,5,5,1,EasyPaisa,33,0,2,0,N,1,1,1,synthetic_PK_calibrated
47,male,Lahore,urban,6,2,family_home,Construction worker,0.5,1,435708,medical_emergency,89698,22.3,0.206,3,low,104,2805.0,5,7,2,1,EasyPaisa,3,1,5,1,Y,1,0,1,synthetic_PK_calibrated
22,female,Faisalabad,urban,2,0,rent,Daily wage laborer,2.6,0,339564,medical_emergency,133674,30.0,0.394,12,very_low,78,1091.0,7,5,4,0,None,0,1,3,0,Y,1,0,0,synthetic_PK_calibrated
41,male,Bahawalpur,rural_adjacent,7,2,rent,Rickshaw/bike driver,3.8,0,486504,medical_emergency,149403,29.7,0.307,9,low,215,5799.0,6,6,5,1,NayaPay,14,1,3,1,N,3,0,1,synthetic_PK_calibrated
47,female,Peshawar,peri_urban,5,1,family_home,Home-based worker,3.1,0,306516,working_capital,104956,27.5,0.342,18,very_low,56,783.0,5,7,3,1,EasyPaisa,13,1,1,0,N,0,1,0,synthetic_PK_calibrated
42,female,Peshawar,peri_urban,8,0,rent,Small shopkeeper,3.5,0,575436,medical_emergency,65354,26.1,0.114,24,lower_middle,233,9197.0,8,4,9,1,NayaPay,31,1,2,1,Y,3,1,0,synthetic_PK_calibrated
42,male,Faisalabad,urban,3,0,rent,Small shopkeeper,4.2,0,772296,working_capital,85820,30.2,0.111,12,lower_middle,317,12512.0,10,2,7,1,NayaPay,34,1,2,0,N,0,0,0,synthetic_PK_calibrated
38,male,Sialkot,peri_urban,4,1,rent,Domestic worker,0.5,0,275364,medical_emergency,141109,31.6,0.512,3,very_low,77,1077.0,4,8,2,1,NayaPay,32,1,4,0,Y,0,0,0,synthetic_PK_calibrated
20,male,Gujranwala,urban,6,3,rent,Street food vendor,14.2,1,360876,equipment_purchase,72616,20.7,0.201,12,low,185,4989.0,5,7,4,0,None,0,1,3,0,Y,0,0,1,synthetic_PK_calibrated
37,male,Karachi,urban,7,4,family_home,Daily wage laborer,2.5,0,334776,working_capital,24627,34.8,0.074,6,very_low,108,1511.0,4,8,4,1,SadaPay,30,1,4,1,N,2,0,0,synthetic_PK_calibrated
28,male,Gujranwala,urban,6,1,rent,Rickshaw/bike driver,7.0,0,342708,equipment_purchase,105699,22.4,0.308,9,low,158,4261.0,8,4,6,1,JazzCash,4,1,3,0,Y,0,1,0,synthetic_PK_calibrated
40,male,Faisalabad,urban,6,2,family_home,Daily wage laborer,3.4,0,377364,education,58473,21.3,0.155,3,very_low,109,1525.0,4,8,2,0,None,0,0,4,0,Y,0,1,1,synthetic_PK_calibrated
45,female,Lahore,urban,2,0,rent,Rickshaw/bike driver,1.1,0,311004,medical_emergency,118978,18.1,0.383,3,low,105,2832.0,5,7,8,1,JazzCash,15,1,3,0,N,3,0,0,synthetic_PK_calibrated
53,male,Bahawalpur,rural_adjacent,8,5,own,Daily wage laborer,3.7,0,349932,inventory_purchase,74806,34.6,0.214,18,very_low,118,1651.0,3,9,2,0,None,0,1,3,0,Y,3,1,0,synthetic_PK_calibrated
20,male,Sialkot,peri_urban,7,2,rent,Small farmer,0.8,1,262428,livestock,24023,30.2,0.092,24,lower_middle,271,10696.0,7,5,4,1,SadaPay,27,0,3,1,Y,2,1,1,synthetic_PK_calibrated
41,female,Gujranwala,urban,2,0,rent,Daily wage laborer,0.5,0,335508,education,27092,28.7,0.081,3,very_low,72,1007.0,4,8,5,0,None,0,1,4,0,Y,1,1,0,synthetic_PK_calibrated
39,female,Gujranwala,urban,6,0,family_home,Rickshaw/bike driver,4.7,0,378744,working_capital,56137,23.2,0.148,6,low,189,5097.0,6,6,3,1,SadaPay,29,1,3,0,Y,3,1,1,synthetic_PK_calibrated
54,male,Multan,peri_urban,2,0,rent,Daily wage laborer,3.9,0,283800,working_capital,70756,32.6,0.249,9,very_low,84,1175.0,7,5,2,1,SadaPay,26,1,3,0,Y,1,1,1,synthetic_PK_calibrated
53,male,Karachi,urban,3,1,own,Construction worker,3.5,1,338832,working_capital,91971,18.3,0.271,18,low,147,3965.0,4,8,5,0,None,0,1,3,0,Y,3,0,0,synthetic_PK_calibrated
24,male,Rawalpindi,urban,8,1,family_home,Daily wage laborer,6.6,0,225444,education,12533,19.0,0.056,24,very_low,53,741.0,10,2,5,1,SadaPay,4,1,5,0,N,2,0,0,synthetic_PK_calibrated
28,female,Sialkot,peri_urban,8,4,family_home,Rickshaw/bike driver,0.9,0,467460,inventory_purchase,107892,30.1,0.231,18,low,177,4774.0,5,7,7,1,NayaPay,21,1,3,1,N,2,0,0,synthetic_PK_calibrated
41,male,Rawalpindi,urban,7,0,rent,Construction worker,3.0,1,454488,home_repair,31928,19.1,0.07,24,low,188,5070.0,4,8,5,1,NayaPay,8,1,4,0,Y,3,0,0,synthetic_PK_calibrated
53,male,Rahim Yar Khan,rural_adjacent,8,5,family_home,Motorcycle mechanic,4.7,0,650268,inventory_purchase,129069,18.1,0.198,9,lower_middle,260,10262.0,6,6,5,1,EasyPaisa,29,0,1,0,N,0,0,0,synthetic_PK_calibrated
28,female,Gujranwala,urban,7,3,own,Construction worker,5.4,1,272592,home_repair,79694,24.9,0.292,3,low,102,2751.0,4,8,2,0,None,0,1,2,0,N,2,0,1,synthetic_PK_calibrated
51,female,Multan,peri_urban,5,1,family_home,Home-based worker,0.5,0,213672,livestock,14265,23.5,0.067,6,very_low,110,1539.0,4,8,5,0,None,0,1,5,0,Y,0,0,0,synthetic_PK_calibrated
43,female,Karachi,urban,7,3,own,Small farmer,0.6,1,298992,working_capital,141668,18.6,0.474,18,lower_middle,180,7105.0,9,3,4,1,JazzCash,19,1,4,0,N,1,0,0,synthetic_PK_calibrated
40,male,Faisalabad,urban,3,1,family_home,Home-based worker,0.9,0,156540,education,112357,28.7,0.718,3,very_low,92,1287.0,5,7,3,0,None,0,1,4,1,N,3,1,0,synthetic_PK_calibrated
55,male,Bahawalpur,rural_adjacent,8,4,rent,Rickshaw/bike driver,5.4,0,555324,working_capital,73689,19.3,0.133,9,low,209,5637.0,8,4,6,1,JazzCash,25,1,2,1,N,0,1,0,synthetic_PK_calibrated
32,male,Sialkot,peri_urban,6,2,family_home,Construction worker,1.7,1,272892,inventory_purchase,47818,32.5,0.175,6,low,141,3803.0,7,5,4,0,None,0,1,4,0,Y,0,0,0,synthetic_PK_calibrated
45,male,Multan,peri_urban,3,0,rent,Daily wage laborer,1.6,0,286584,home_repair,37574,19.1,0.131,12,very_low,119,1665.0,4,8,5,1,JazzCash,25,1,4,0,Y,2,0,0,synthetic_PK_calibrated
36,male,Karachi,urban,7,5,family_home,Small farmer,0.7,1,505128,education,100027,33.6,0.198,24,lower_middle,298,11762.0,8,4,2,0,None,0,1,4,0,Y,1,1,0,synthetic_PK_calibrated
55,female,Lahore,urban,8,3,own,Daily wage laborer,6.5,0,361824,education,112529,21.5,0.311,3,very_low,83,1161.0,5,7,4,1,NayaPay,33,1,2,0,N,0,1,0,synthetic_PK_calibrated
25,male,Karachi,urban,6,3,family_home,Daily wage laborer,12.0,0,280776,livestock,121278,32.9,0.432,24,very_low,85,1189.0,3,9,3,0,None,0,1,4,0,Y,0,1,1,synthetic_PK_calibrated
26,female,Gujranwala,urban,4,2,family_home,Self-employed electrician,4.8,0,679860,home_repair,77635,20.4,0.114,6,middle,340,15497.0,9,3,7,1,NayaPay,27,1,1,1,N,1,0,0,synthetic_PK_calibrated
21,male,Lahore,urban,8,0,family_home,Small farmer,8.6,1,451692,education,91442,19.6,0.202,3,lower_middle,201,7933.0,9,3,5,0,None,0,0,3,1,N,1,0,1,synthetic_PK_calibrated
28,male,Sialkot,peri_urban,7,1,family_home,Home-based worker,0.7,0,307008,working_capital,49755,34.5,0.162,6,very_low,70,979.0,5,7,3,1,JazzCash,19,0,4,0,N,1,0,0,synthetic_PK_calibrated
32,male,Bahawalpur,rural_adjacent,8,2,rent,Domestic worker,1.0,0,263400,home_repair,131082,24.3,0.498,6,very_low,75,1049.0,4,8,3,0,None,0,1,4,0,Y,0,0,0,synthetic_PK_calibrated
55,female,Faisalabad,urban,5,3,rent,Street food vendor,1.7,1,409032,medical_emergency,8228,26.4,0.02,24,low,153,4126.0,5,7,2,1,SadaPay,17,1,4,0,Y,2,0,1,synthetic_PK_calibrated
22,female,Faisalabad,urban,3,1,family_home,Daily wage laborer,2.0,0,360336,medical_emergency,48617,30.0,0.135,18,very_low,98,1371.0,7,5,4,0,None,0,1,4,1,N,1,1,0,synthetic_PK_calibrated
39,female,Karachi,urban,5,3,family_home,Small farmer,3.7,1,653628,inventory_purchase,6996,34.2,0.011,24,lower_middle,279,11012.0,6,6,4,0,None,0,1,3,0,Y,3,0,0,synthetic_PK_calibrated
56,female,Multan,peri_urban,4,1,family_home,Street food vendor,0.8,1,375984,home_repair,111311,34.7,0.296,18,low,152,4099.0,5,7,4,1,JazzCash,27,1,4,0,Y,3,0,1,synthetic_PK_calibrated
36,male,Rahim Yar Khan,rural_adjacent,2,0,own,Daily wage laborer,6.7,0,350364,working_capital,138316,20.2,0.395,12,very_low,53,741.0,3,9,5,0,None,0,0,3,1,N,0,0,0,synthetic_PK_calibrated
30,male,Sialkot,peri_urban,5,3,rent,Home-based worker,0.9,0,152868,working_capital,79205,34.8,0.518,3,very_low,63,881.0,7,5,5,0,None,0,1,3,0,Y,1,1,0,synthetic_PK_calibrated
43,male,Lahore,urban,6,0,rent,Daily wage laborer,2.9,0,313008,medical_emergency,56482,22.6,0.18,3,very_low,82,1147.0,5,7,2,1,SadaPay,13,1,4,0,N,1,1,1,synthetic_PK_calibrated
52,female,Gujranwala,urban,6,1,own,Small farmer,0.5,1,333804,home_repair,36625,25.3,0.11,3,lower_middle,293,11565.0,7,5,6,1,SadaPay,31,1,2,0,N,1,0,0,synthetic_PK_calibrated
49,male,Multan,peri_urban,2,0,rent,Informal factory worker,1.2,0,401928,education,92453,19.1,0.23,9,lower_middle,213,8407.0,9,3,5,0,None,0,1,4,0,N,0,0,0,synthetic_PK_calibrated
41,female,Multan,peri_urban,3,1,own,Home-based worker,4.6,0,323688,education,10636,21.5,0.033,12,very_low,65,909.0,2,10,5,0,None,0,1,4,0,Y,0,0,0,synthetic_PK_calibrated
40,male,Faisalabad,urban,6,4,rent,Street food vendor,3.8,1,333444,inventory_purchase,111750,25.7,0.335,18,low,208,5610.0,4,8,8,1,NayaPay,17,1,5,0,Y,3,1,1,synthetic_PK_calibrated
47,female,Faisalabad,urban,6,1,own,Small shopkeeper,11.0,0,661260,home_repair,90092,34.7,0.136,6,lower_middle,237,9354.0,10,2,5,1,JazzCash,8,1,3,0,N,1,1,0,synthetic_PK_calibrated
35,female,Karachi,urban,3,1,own,Fruit/veg cart,2.1,0,269376,education,13417,31.6,0.05,12,very_low,58,811.0,8,4,3,0,None,0,1,3,0,Y,3,0,1,synthetic_PK_calibrated
51,male,Lahore,urban,4,1,family_home,Street food vendor,12.3,1,465588,working_capital,117698,25.4,0.253,6,low,138,3722.0,2,10,3,0,None,0,1,3,0,N,2,0,1,synthetic_PK_calibrated
43,male,Gujranwala,urban,8,4,family_home,Home-based worker,3.5,0,223404,livestock,134526,25.7,0.602,12,very_low,117,1637.0,8,4,3,1,NayaPay,23,1,5,0,Y,1,1,1,synthetic_PK_calibrated
40,male,Multan,peri_urban,4,1,own,Small farmer,7.3,1,216684,home_repair,98944,21.0,0.457,12,lower_middle,241,9512.0,6,6,6,0,None,0,1,1,0,Y,3,1,1,synthetic_PK_calibrated
46,female,Rahim Yar Khan,rural_adjacent,2,0,family_home,Small shopkeeper,2.9,0,565464,medical_emergency,35373,26.2,0.063,9,lower_middle,257,10144.0,10,2,10,1,JazzCash,32,1,2,1,N,2,0,0,synthetic_PK_calibrated
